Position,Track Name,Artist,Streams,URL,Date
17,bad guy,Billie Eilish,18305407,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m,2/13/2020
18,Señorita,Shawn Mendes,17195651,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2,2/13/2020
19,You should be sad,Halsey,16514211,https://open.spotify.com/track/7lidXGPXPYLNThITAOTlkK,2/13/2020
20,Adore You,Harry Styles,16442474,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7,2/13/2020
21,Physical,Dua Lipa,16339501,https://open.spotify.com/track/5px6upUHM3fhOP621Edp4V,2/13/2020
22,Before You Go,Lewis Capaldi,16267082,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP,2/13/2020
23,My Oh My (feat. DaBaby),Camila Cabello,15810161,https://open.spotify.com/track/3yOlyBJuViE2YSGn3nVE1K,2/13/2020
24,Say So,Doja Cat,15615008,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ,2/13/2020
25,Sigues Con El,Dímelo Flow,15592970,https://open.spotify.com/track/7sQKy5vlPQllr0k9IjYJv3,2/13/2020
26,Lose You To Love Me,Selena Gomez,13758909,https://open.spotify.com/track/4l0Mvzj72xxOpRrp6h8nHi,2/13/2020
27,Lose Control,MEDUZA,13686042,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK,2/13/2020
28,Suicidal,YNW Melly,13668342,https://open.spotify.com/track/1iSqfoUFnQwV0QW1EfUit8,2/13/2020
29,High Fashion (feat. Mustard),Roddy Ricch,13448210,https://open.spotify.com/track/07KXEDMj78x68D884wgVEm,2/13/2020
30,Vete,Bad Bunny,13430273,https://open.spotify.com/track/5DxXgozhkPLgrbKFY91w0c,2/13/2020
31,Run,Joji,13351587,https://open.spotify.com/track/6p8eEdiZLKJH8tcjGZuNTK,2/13/2020
32,Ride It,Regard,13242444,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ,2/13/2020
33,Roses - Imanbek Remix,SAINt JHN,13219999,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI,2/13/2020
34,What A Man Gotta Do,Jonas Brothers,13034435,https://open.spotify.com/track/4wNIkl5XGiAACjFBlDWuSd,2/13/2020
35,Hola - Remix,Dalex,12828173,https://open.spotify.com/track/5stPVcRqb4qixbafP9e8lt,2/13/2020
36,Know Your Worth,Khalid,12643254,https://open.spotify.com/track/0TrPqhAMoaKUFLR7iYDokf,2/13/2020
37,Keii,Anuel AA,12471842,https://open.spotify.com/track/5eEQCfq7MXQr6aHLNRUZLs,2/13/2020
38,Morado,J Balvin,12370254,https://open.spotify.com/track/3mQ6SLdxxaL52Yte7KF2Ks,2/13/2020
39,Rare,Selena Gomez,12085359,https://open.spotify.com/track/7HMmFQsKsljwTw8bS7lu19,2/13/2020
40,What If I Told You That I Love You,Ali Gatie,12048379,https://open.spotify.com/track/3cqPu20DGTGUoZtbJH2Dmi,2/13/2020
41,SUGAR,BROCKHAMPTON,11780397,https://open.spotify.com/track/6U0FIYXCQ3TGrk4tFpLrEA,2/13/2020
42,Fantasias,Rauw Alejandro,11771125,https://open.spotify.com/track/6mAN61JH0dzyZpWslS11jy,2/13/2020
43,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,11537377,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY,2/13/2020
44,BOP,DaBaby,11491111,https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN,2/13/2020
45,I Don't Care (with Justin Bieber),Ed Sheeran,11439317,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9,2/13/2020
46,hot girl bummer,blackbear,11328440,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku,2/13/2020
47,Muévelo,Nicky Jam,10993777,https://open.spotify.com/track/4VgYtXCVJ7IbWAZ5ryfvEQ,2/13/2020
48,Me Gusta,Shakira,10896679,https://open.spotify.com/track/5Xhqh4lwJPtMUTsdBztN1a,2/13/2020
49,Ballin' (with Roddy Ricch),Mustard,10623085,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY,2/13/2020
50,when the party's over,Billie Eilish,10371172,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I,2/13/2020
51,HIGHEST IN THE ROOM,Travis Scott,10343504,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW,2/13/2020
52,China,Anuel AA,10131283,https://open.spotify.com/track/2ksOAxtIxY8yElEWw8RhgK,2/13/2020
53,Blueberry Faygo,Lil Mosey,9987017,https://open.spotify.com/track/6wJYhPfqk3KGhHRG76WzOh,2/13/2020
54,"10,000 Hours (with Justin Bieber)",Dan + Shay,9887527,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa,2/13/2020
55,Sunday Best,Surfaces,9817480,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo,2/13/2020
56,lovely (with Khalid),Billie Eilish,9770866,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4,2/13/2020
57,Ayy Macarena,Tyga,9752168,https://open.spotify.com/track/6LcauUZjF1eXQrgqMUecHX,2/13/2020
58,Beautiful People (feat. Khalid),Ed Sheeran,9489499,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv,2/13/2020
59,Lucid Dreams,Juice WRLD,9419567,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR,2/13/2020
60,No Idea,Don Toliver,9309589,https://open.spotify.com/track/3VyjsVV24RmBIbWJAeUJNu,2/13/2020
61,If the World Was Ending - feat. Julia Michaels,JP Saxe,9171405,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ,2/13/2020
62,Bandit (with YoungBoy Never Broke Again),Juice WRLD,8663839,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd,2/13/2020
63,Watermelon Sugar,Harry Styles,8483814,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY,2/13/2020
64,LA CANCIÓN,J Balvin,8457394,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18,2/13/2020
65,7 rings,Ariana Grande,8451507,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,2/13/2020
66,Callaita,Bad Bunny,8372613,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI,2/13/2020
67,No Shame,5 Seconds of Summer,8367932,https://open.spotify.com/track/5JSVa5i6lFPoyOzK4gj0Ox,2/13/2020
68,No Me Conoce - Remix,Jhay Cortez,8363839,https://open.spotify.com/track/4R8BJggjosTswLxtkw8V7P,2/13/2020
69,Good News,Mac Miller,8337431,https://open.spotify.com/track/1DWZUa5Mzf2BwzpHtgbHPY,2/13/2020
70,Lalala,Y2K,8267843,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo,2/13/2020
71,Whine Up,Nicky Jam,8156279,https://open.spotify.com/track/2pWOMNQJW3g2zmGjP0Vkb0,2/13/2020
72,TOES (feat. Lil Baby & Moneybagg Yo),DaBaby,8121336,https://open.spotify.com/track/2FvD20Z8aoWIePi7PoN8sG,2/13/2020
73,Shallow,Lady Gaga,8046721,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B,2/13/2020
74,Never Seen the Rain,Tones And I,7767566,https://open.spotify.com/track/2grAr8pWMuLWn8ZYEE9wDV,2/13/2020
75,Adicto (with Anuel AA & Ozuna),Tainy,7657308,https://open.spotify.com/track/3jbT1Y5MoPwEIpZndDDwVq,2/13/2020
76,It's You,Ali Gatie,7648747,https://open.spotify.com/track/5DqdesEfbRyOlSS3Tf6c29,2/13/2020
77,Old Town Road - Remix,Lil Nas X,7610017,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG,2/13/2020
78,Only The Young - Featured in Miss Americana,Taylor Swift,7547341,https://open.spotify.com/track/2slqvGLwzZZYsT4K4Y1GBC,2/13/2020
79,Woah,Lil Baby,7530247,https://open.spotify.com/track/598yNsG1JFrGd4n2kMoz7F,2/13/2020
80,"Alone, Pt. II",Alan Walker,7524185,https://open.spotify.com/track/0bMbDctzMmTyK2j74j3nF3,2/13/2020
81,Goodbyes (Feat. Young Thug),Post Malone,7511244,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo,2/13/2020
82,OUT WEST (feat. Young Thug),JACKBOYS,7472700,https://open.spotify.com/track/6gi6y1xwmVszDWkUqab1qw,2/13/2020
83,How Do You Sleep?,Sam Smith,7324778,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y,2/13/2020
84,Own It (feat. Ed Sheeran & Burna Boy),Stormzy,7282009,https://open.spotify.com/track/4QPEwDdOMhY7rNS05mTyMR,2/13/2020
85,Medusa,Jhay Cortez,7241706,https://open.spotify.com/track/3qM0vBxIe4VUbK0Z0smuVP,2/13/2020
86,Black Swan,BTS,7160450,https://open.spotify.com/track/24NuEDgyRIljwSyY0lsr7b,2/13/2020
87,South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,7143141,https://open.spotify.com/track/4vUmTMuQqjdnvlZmAH61Qk,2/13/2020
88,Happier,Marshmello,7105060,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99,2/13/2020
89,Heartless,The Weeknd,7082950,https://open.spotify.com/track/57vxBYXtHMk6H1aD29V7PU,2/13/2020
90,Ransom,Lil Tecca,6924579,https://open.spotify.com/track/1lOe9qE0vR9zwWQAOk6CoO,2/13/2020
91,Blanco,J Balvin,6910519,https://open.spotify.com/track/2rc7BkzO8qepMFAxHtOrXc,2/13/2020
92,July,Noah Cyrus,6894740,https://open.spotify.com/track/5a6pdCHlWS2ekOOQ70QnAr,2/13/2020
93,Bruises,Lewis Capaldi,6886373,https://open.spotify.com/track/4Of7rzpRpV1mWRbhp5rAqG,2/13/2020
94,Aventura,Lunay,6851440,https://open.spotify.com/track/37zdqI4r1gswIzczSBkRon,2/13/2020
95,Bellaquita - Remix,Dalex,6818490,https://open.spotify.com/track/1Xnn1TPyr5h0hpRAT4B4EA,2/13/2020
96,Without Me,Halsey,6800716,https://open.spotify.com/track/6FZDfxM3a3UCqtzo5pxSLZ,2/13/2020
97,Believer,Imagine Dragons,6796750,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP,2/13/2020
98,Que Tire Pa Lante,Daddy Yankee,6704688,https://open.spotify.com/track/6RyaV7owmVU6fzEPE17sF1,2/13/2020
99,Baby,Joker Bra,6699800,https://open.spotify.com/track/1V7JaMp11LKGwKiVmSetf0,2/13/2020
100,Sucker,Jonas Brothers,6658672,https://open.spotify.com/track/22vgEDb5hykfaTwLuskFGD,2/13/2020
101,WHATS POPPIN,Jack Harlow,6650403,https://open.spotify.com/track/3Q6F8RByyhRTJpRtZLY3cg,2/13/2020
102,rockstar (feat. 21 Savage),Post Malone,6622379,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt,2/13/2020
103,Futsal Shuffle 2020,Lil Uzi Vert,6612761,https://open.spotify.com/track/2Ec33AVlkTTq8BHFgBTdQs,2/13/2020
104,me & ur ghost,blackbear,6566266,https://open.spotify.com/track/4yJiXq86uM56uIfIZgE440,2/13/2020
105,Yikes,Nicki Minaj,6561188,https://open.spotify.com/track/75dLEqanQTupF3dtP9exT5,2/13/2020
106,Yellow Hearts,Ant Saunders,6554824,https://open.spotify.com/track/2W4yABdLc4Jnds67Poi5Nl,2/13/2020
107,VIBEZ,DaBaby,6545609,https://open.spotify.com/track/0fySG6A6qLE8IvDpayb5bM,2/13/2020
108,Girl,Myke Towers,6542182,https://open.spotify.com/track/43NqTeL8pgBxKHPMiJKUP5,2/13/2020
109,ocean eyes,Billie Eilish,6502380,https://open.spotify.com/track/2uIX8YMNjGMD7441kqyyNU,2/13/2020
110,Wow.,Post Malone,6471337,https://open.spotify.com/track/7xQAfvXzm3AkraOtGPWIZg,2/13/2020
111,Robbery,Juice WRLD,6445509,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ,2/13/2020
112,Bohemian Rhapsody - 2011 Mix,Queen,6443569,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv,2/13/2020
113,Forever Yours - Avicii Tribute,Kygo,6426071,https://open.spotify.com/track/3o1CUVeHIid49sabk6A6Nf,2/13/2020
114,Get You The Moon (feat. Snøw),Kina,6418845,https://open.spotify.com/track/4ZLzoOkj0MPWrTLvooIuaa,2/13/2020
115,bury a friend,Billie Eilish,6308235,https://open.spotify.com/track/4SSnFejRGlZikf02HLewEF,2/13/2020
116,Shape of You,Ed Sheeran,6290467,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,2/13/2020
117,Money In The Grave (Drake ft. Rick Ross),Drake,6269520,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb,2/13/2020
118,Definitivamente,Daddy Yankee,6232918,https://open.spotify.com/track/113PlnpZbHd3WIqeYjhZWv,2/13/2020
119,Indeciso,Reik,6208124,https://open.spotify.com/track/59s0s39NFWScuHDbHytI14,2/13/2020
120,Birthday,Anne-Marie,6207326,https://open.spotify.com/track/5hff5RQeE84pznOt8WEWeO,2/13/2020
121,HIGHEST IN THE ROOM (feat. ROSALÍA & Lil Baby) - REMIX,Travis Scott,6107499,https://open.spotify.com/track/7h0d2h0fUmzbs7zeFigJPn,2/13/2020
122,Say You Won't Let Go,James Arthur,6088005,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,2/13/2020
123,Piece Of Your Heart,MEDUZA,6087338,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs,2/13/2020
124,Good as Hell (feat. Ariana Grande) - Remix,Lizzo,6066001,https://open.spotify.com/track/07Oz5StQ7GRoygNLaXs2pd,2/13/2020
125,Quizas,Rich Music LTD,5987542,https://open.spotify.com/track/5Id5B3dxJZhPcV9GzgYZZe,2/13/2020
126,Trampoline (with ZAYN),SHAED,5984690,https://open.spotify.com/track/2ez6qvOTHKeI3ss80NGqnI,2/13/2020
127,Lights Up,Harry Styles,5956581,https://open.spotify.com/track/4jAIqgrPjKLTY9Gbez25Qb,2/13/2020
128,SAD!,XXXTENTACION,5943238,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2,2/13/2020
129,"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,5937997,https://open.spotify.com/track/1v7L65Lzy0j0vdpRjJewt1,2/13/2020
130,SICKO MODE,Travis Scott,5936395,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h,2/13/2020
131,Dancing With A Stranger (with Normani),Sam Smith,5926249,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki,2/13/2020
132,Si Te Vas,Sech,5908894,https://open.spotify.com/track/6Y4PDQv4XjYjHLeLmvyOt0,2/13/2020
133,Jocelyn Flores,XXXTENTACION,5838519,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96,2/13/2020
134,Still Be Friends (feat. Tory Lanez & Tyga),G-Eazy,5831022,https://open.spotify.com/track/0JjM9bKm4wrwohMslcm892,2/13/2020
135,Perfect,Ed Sheeran,5797815,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,2/13/2020
136,"thank u, next",Ariana Grande,5731220,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ,2/13/2020
137,Liberdade Provisória - Ao Vivo,Henrique & Juliano,5730424,https://open.spotify.com/track/3Ghyp3X5Ua9ypHnBIgOObI,2/13/2020
138,Eastside (with Halsey & Khalid),benny blanco,5705758,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU,2/13/2020
139,Maniac,Conan Gray,5628956,https://open.spotify.com/track/7hpJ9tATWb2vztlq99hERP,2/13/2020
140,Sweet but Psycho,Ava Max,5626011,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim,2/13/2020
141,You Need To Calm Down,Taylor Swift,5620124,https://open.spotify.com/track/6RRNNciQGZEXnqk8SQ9yv5,2/13/2020
142,Can We Kiss Forever?,Kina,5614273,https://open.spotify.com/track/58wyJLv6yH1La9NIZPl3ne,2/13/2020
143,GOODMORNINGTOKYO!,TOKYO’S REVENGE,5583116,https://open.spotify.com/track/0Q2n5yzl2XRqYbV77tZNYp,2/13/2020
144,Que Calor (with J Balvin & El Alfa),Major Lazer,5562482,https://open.spotify.com/track/1G2CAJeP7rCwOZjlSJ0Zw3,2/13/2020
145,"I Do It (ft. Big Sean, Lil Baby)",Lil Wayne,5561205,https://open.spotify.com/track/1bRO28yzxgO3y3UmNR29TZ,2/13/2020
146,Hate Me (with Juice WRLD),Ellie Goulding,5551726,https://open.spotify.com/track/6kls8cSlUyHW2BUOkDJIZE,2/13/2020
147,Truth Hurts,Lizzo,5550671,https://open.spotify.com/track/3HWzoMvoF3TQfYg4UPszDq,2/13/2020
148,Perreo en La Luna,Rich Music LTD,5518834,https://open.spotify.com/track/0RDgqtvOHLwcI6yz9bjsZV,2/13/2020
149,No Judgement,Niall Horan,5517494,https://open.spotify.com/track/5IUOU5xkzGHsRFOYNu3GSK,2/13/2020
150,Girls Like You (feat. Cardi B),Maroon 5,5474621,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8,2/13/2020
151,Higher Love,Kygo,5465169,https://open.spotify.com/track/6oJ6le65B3SEqPwMRNXWjY,2/13/2020
152,Infeliz,Arcangel,5442616,https://open.spotify.com/track/4z6wo6PJG4Fve45OXK6D9m,2/13/2020
153,Soltera - Remix,Lunay,5412617,https://open.spotify.com/track/4t9a07PAghtQMRAIP9FQ7Z,2/13/2020
154,goosebumps,Travis Scott,5409956,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2,2/13/2020
155,Broke In A Minute,Tory Lanez,5385414,https://open.spotify.com/track/2ZrAjMSmlbDIil0JaVgTHh,2/13/2020
156,SLOW DANCING IN THE DARK,Joji,5370237,https://open.spotify.com/track/0rKtyWc8bvkriBthvHKY8d,2/13/2020
157,"All I Want - From ""High School Musical: The Musical: The Series""",Olivia Rodrigo,5345896,https://open.spotify.com/track/4Yxc55NX3tAXC2mHRAhtcW,2/13/2020
158,all the good girls go to hell,Billie Eilish,5345080,https://open.spotify.com/track/6IRdLKIyS4p7XNiP8r6rsx,2/13/2020
159,All of Me,John Legend,5333740,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a,2/13/2020
160,I Like Me Better,Lauv,5308104,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ,2/13/2020
161,Better Now,Post Malone,5301682,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK,2/13/2020
162,Tutu,Camilo,5280237,https://open.spotify.com/track/1nocRtwyNPVtGcIJqfgdzZ,2/13/2020
163,No Guidance (feat. Drake),Chris Brown,5280194,https://open.spotify.com/track/6XHVuErjQ4XNm6nDPVCxVX,2/13/2020
164,Get Me,Justin Bieber,5236560,https://open.spotify.com/track/6zGPytJiZmFuyVq7RTNO9G,2/13/2020
165,Takeaway,The Chainsmokers,5217581,https://open.spotify.com/track/3g0mEQx3NTanacLseoP0Gw,2/13/2020
166,3 Nights,Dominic Fike,5213534,https://open.spotify.com/track/0uI7yAKUf52Cn7y3sYyjiX,2/13/2020
167,Moonlight,XXXTENTACION,5208229,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL,2/13/2020
168,"Yo x Ti, Tu x Mi",ROSALÍA,5202210,https://open.spotify.com/track/7BlBVFwvbWvcwNcUarQmjk,2/13/2020
169,i love you,Billie Eilish,5161649,https://open.spotify.com/track/6CcJMwBtXByIz4zQLzFkKc,2/13/2020
170,I.F.L.Y.,Bazzi,5153280,https://open.spotify.com/track/4a6q8CR2hzLk2plDkSxkfD,2/13/2020
171,"DJ No Pare (feat. Zion, Dalex, Lenny Tavárez) - Remix",Justin Quiles,5148516,https://open.spotify.com/track/1ndyl3wJCFs872XZ3ztPk6,2/13/2020
172,If I Can't Have You,Shawn Mendes,5114736,https://open.spotify.com/track/2bT1PH7Cw3J9p3t7nlXCdh,2/13/2020
173,High Hopes,Panic! At The Disco,5093057,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom,2/13/2020
174,EARFQUAKE,"Tyler, The Creator",5079657,https://open.spotify.com/track/5hVghJ4KaYES3BFUATCYn0,2/13/2020
175,Youngblood,5 Seconds of Summer,5073494,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE,2/13/2020
176,Pa' Olvidarme De Ella,Piso 21,5066711,https://open.spotify.com/track/1cVlW9WQiGlFdWUXFdFZGh,2/13/2020
177,wish you were gay,Billie Eilish,5062419,https://open.spotify.com/track/3Fj47GNK2kUF0uaEDgXLaD,2/13/2020
178,QUE PRETENDES,J Balvin,5036080,https://open.spotify.com/track/25ZAibhr3bdlMCLmubZDVt,2/13/2020
179,Be Alright,Dean Lewis,5024825,https://open.spotify.com/track/5qrSlOut2rNAWv3ubArkNy,2/13/2020
180,Loco Contigo (feat. J. Balvin & Tyga),DJ Snake,5013732,https://open.spotify.com/track/6osaMSJh9NguagEDQcZaKx,2/13/2020
181,Psycho,Red Velvet,4991751,https://open.spotify.com/track/3CYH422oy1cZNoo0GTG1TK,2/13/2020
182,Suge,DaBaby,4986299,https://open.spotify.com/track/2gwkD6igEhQbDQegRCcdoB,2/13/2020
183,Let Me Down Slowly,Alec Benjamin,4981207,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d,2/13/2020
184,Con Altura,ROSALÍA,4961249,https://open.spotify.com/track/2qG5sZ7Si6sdK74qLxedYM,2/13/2020
185,Only Human,Jonas Brothers,4953866,https://open.spotify.com/track/0DiDStADDVh3SvAsoJAFMk,2/13/2020
186,Too Good At Goodbyes,Sam Smith,4953639,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV,2/13/2020
187,Falling,Harry Styles,4951977,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp,2/13/2020
188,Eleven,Khalid,4947780,https://open.spotify.com/track/1ToprX3cpBiXoAe5eNSk74,2/13/2020
189,Talk (feat. Disclosure),Khalid,4940984,https://open.spotify.com/track/6TqXcAFInzjp0bODyvrWEq,2/13/2020
190,Sum 2 Prove,Lil Baby,4910412,https://open.spotify.com/track/2u3EyuCqqV31woqGvO9LBz,2/13/2020
191,Hot (Remix) [feat. Gunna and Travis Scott],Young Thug,4905155,https://open.spotify.com/track/4ea9w8c4ROqiZpJVhfBA3m,2/13/2020
192,Weiss,Samra,4872077,https://open.spotify.com/track/38YP1STiBe3AZevFFJILf4,2/13/2020
193,Con Calma,Daddy Yankee,4861378,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m,2/13/2020
194,MIDDLE CHILD,J. Cole,4836113,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8,2/13/2020
195,God's Plan,Drake,4828840,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn,2/13/2020
196,Otro Trago - Remix,Sech,4803294,https://open.spotify.com/track/4bTZeO72FwMa6wKOiqoynL,2/13/2020
197,Thunder,Imagine Dragons,4797310,https://open.spotify.com/track/1zB4vmk8tFRmM9UULNzbLB,2/13/2020
198,you should see me in a crown,Billie Eilish,4796206,https://open.spotify.com/track/3XF5xLJHOQQRbWya6hBp7d,2/13/2020
199,Photograph,Ed Sheeran,4796166,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy,2/13/2020
200,A Gente Fez Amor - Ao Vivo,Gusttavo Lima,4793221,https://open.spotify.com/track/3tv697PZNnaQN0Mn2zGhS5,2/13/2020
1,Dance Monkey,Tones And I,43692654,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku,2/20/2020
2,The Box,Roddy Ricch,42387090,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,2/20/2020
3,Blinding Lights,The Weeknd,42033465,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD,2/20/2020
4,No Time To Die,Billie Eilish,36473566,https://open.spotify.com/track/73SpzrcaHk0RQPFP73vqVR,2/20/2020
5,Intentions (feat. Quavo),Justin Bieber,35379447,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV,2/20/2020
6,Don't Start Now,Dua Lipa,32931653,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg,2/20/2020
7,Yummy,Justin Bieber,29921795,https://open.spotify.com/track/16wAOAZ2OkqoIDN7TpChjR,2/20/2020
8,Tusa,KAROL G,29849584,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY,2/20/2020
9,Falling,Trevor Daniel,28709550,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa,2/20/2020
10,ROXANNE,Arizona Zervas,27052997,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK,2/20/2020
11,Life Is Good (feat. Drake),Future,24528817,https://open.spotify.com/track/5yY9lUy8nbvjM1Uyo1Uqoc,2/20/2020
12,everything i wanted,Billie Eilish,24326356,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ,2/20/2020
13,Circles,Post Malone,21064532,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb,2/20/2020
14,Godzilla (feat. Juice WRLD),Eminem,20943495,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ,2/20/2020
15,Forever (feat. Post Malone & Clever),Justin Bieber,20915775,https://open.spotify.com/track/2ZlCGeK30BLRNSPC832pNZ,2/20/2020
16,Someone You Loved,Lewis Capaldi,20233589,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf,2/20/2020
17,Memories,Maroon 5,19796001,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM,2/20/2020
18,Ignorantes,Bad Bunny,19673245,https://open.spotify.com/track/3wYRLYuO1M88d8woWUIxct,2/20/2020
19,bad guy,Billie Eilish,18353784,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m,2/20/2020
20,Señorita,Shawn Mendes,16594558,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2,2/20/2020
21,Adore You,Harry Styles,16570693,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7,2/20/2020
22,RITMO (Bad Boys For Life),Black Eyed Peas,16538272,https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf,2/20/2020
23,Say So,Doja Cat,16182638,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ,2/20/2020
24,Before You Go,Lewis Capaldi,15736794,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP,2/20/2020
25,My Oh My (feat. DaBaby),Camila Cabello,15352394,https://open.spotify.com/track/3yOlyBJuViE2YSGn3nVE1K,2/20/2020
26,You should be sad,Halsey,15342439,https://open.spotify.com/track/7lidXGPXPYLNThITAOTlkK,2/20/2020
27,Sigues Con El,Dímelo Flow,15258018,https://open.spotify.com/track/7sQKy5vlPQllr0k9IjYJv3,2/20/2020
28,Physical,Dua Lipa,14736222,https://open.spotify.com/track/5px6upUHM3fhOP621Edp4V,2/20/2020
29,Roses - Imanbek Remix,SAINt JHN,14325045,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI,2/20/2020
30,To Die For,Sam Smith,14306272,https://open.spotify.com/track/2ZTYlnhhV1UAReg7wIGolx,2/20/2020
31,Blueberry Faygo,Lil Mosey,14287951,https://open.spotify.com/track/6wJYhPfqk3KGhHRG76WzOh,2/20/2020
32,Vete,Bad Bunny,13160842,https://open.spotify.com/track/5DxXgozhkPLgrbKFY91w0c,2/20/2020
33,Lose Control,MEDUZA,13131071,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK,2/20/2020
34,Ride It,Regard,12697003,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ,2/20/2020
35,Hola - Remix,Dalex,12632194,https://open.spotify.com/track/5stPVcRqb4qixbafP9e8lt,2/20/2020
